accession,spec count,peptide num,avg int m/z_126.127725,avg int m/z_127.12476,avg int m/z_128.134433,avg int m/z_129.131468,avg int m/z_130.141141,avg int m/z_131.138176,norm int m/z_126.127725,norm int m/z_127.12476,norm int m/z_128.134433,norm int m/z_129.131468,norm int m/z_130.141141,norm int m/z_131.138176,description
O75083,8,8,744185.88,798384.5,805825.5,734651.75,693322.12,781116.88,715901.88,816210.5,838544.75,688002,737920,770341.62,WD repeat-containing protein 1 OS=Homo sapiens OX=9606 GN=WDR1 PE=1 SV=4
Q16555,6,6,527229.33,524409,505165,503637.67,582865.17,519635.33,507191,536117.83,525676.33,471657,620357.83,512466.83,Dihydropyrimidinase-related protein 2 OS=Homo sapiens OX=9606 GN=DPYSL2 PE=1 SV=1
P21397,7,7,490003.57,482463.43,448929.43,625449.57,576507.71,701625.57,471380.14,493235.43,467157.43,585733.71,613591.43,691946.86,Amine oxidase [flavin-containing] A OS=Homo sapiens OX=9606 GN=MAOA PE=1 SV=1
P13861,8,8,372233.88,374948.75,391185.12,425266.88,367554.5,380531.5,358086.38,383320.25,407068.25,398262.62,391197.12,375281.88,cAMP-dependent protein kinase type II-alpha regulatory subunit OS=Homo sapiens OX=9606 GN=PRKAR2A PE=1 SV=2
Q13642,5,5,272056,322007.2,234070,504400,371049.2,383295.8,261715.8,329196.6,243573.8,472370.8,394916.6,378008.4,Four and a half LIM domains protein 1 OS=Homo sapiens OX=9606 GN=FHL1 PE=1 SV=4
P55001,3,3,590168.33,635957.33,711666.33,672996,572185.67,791167.33,567738,650156.67,740562,630261,608991.67,780253.33,Microfibrillar-associated protein 2 OS=Homo sapiens OX=9606 GN=MFAP2 PE=1 SV=1
P43155,9,9,482365.22,504992.78,505880.33,544070.89,445752.11,515634,464032.11,516268,526420.56,509522.44,474425,508520.67,Carnitine O-acetyltransferase OS=Homo sapiens OX=9606 GN=CRAT PE=1 SV=5
P30626,2,2,350174,424833,309705,358628,371250,339166,336864.5,434318,322279.5,335855,395130.5,334487,Sorcin OS=Homo sapiens OX=9606 GN=SRI PE=1 SV=1
O95178,2,2,536930.5,545035.5,485010,484726.5,468761,492716,516524,557204.5,504703,453946.5,498914,485919,"NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 2, mitochondrial OS=Homo sapiens OX=9606 GN=NDUFB2 PE=1 SV=1"
P06576,9,9,2126808,2213203.78,2300364.11,2068419.22,1832025.33,1924629.89,2045976.78,2262620.67,2393767.67,1937077.11,1949870.89,1898080.67,"ATP synthase subunit beta, mitochondrial OS=Homo sapiens OX=9606 GN=ATP5F1B PE=1 SV=3"
Q9H444,3,3,130769.67,125382,131567,119446.33,116990.33,123728.67,125799.33,128181,136908.67,111861,124515.33,122021.33,Charged multivesicular body protein 4b OS=Homo sapiens OX=9606 GN=CHMP4B PE=1 SV=1
Q01995,2,2,537297,584681,541987,690461,966745,898929,516876,597735.5,563993,646617,1028931,886528.5,Transgelin OS=Homo sapiens OX=9606 GN=TAGLN PE=1 SV=4
O43674,2,2,1153584,993096,1051056.5,867797,796271.5,763833.5,1109741,1015269.5,1093733,812693,847492,753296.5,"NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 5, mitochondrial OS=Homo sapiens OX=9606 GN=NDUFB5 PE=1 SV=1"
Q00765,2,2,662205.5,613301,539513.5,658696,659511.5,661704,637037.5,626994.5,561419.5,616869.5,701934.5,652576,Receptor expression-enhancing protein 5 OS=Homo sapiens OX=9606 GN=REEP5 PE=1 SV=3
P39210,3,3,1135862.67,1051773.33,1309351,1022268.33,918737.33,1016253,1092692.67,1075257.33,1362515.33,957355.33,977835.33,1002234.33,Protein Mpv17 OS=Homo sapiens OX=9606 GN=MPV17 PE=1 SV=1
Q92947,5,5,294372.8,308037,249102.8,313365,333180.8,283869.2,283184.6,314914.6,259216.8,293466.4,354612,279953,"Glutaryl-CoA dehydrogenase, mitochondrial OS=Homo sapiens OX=9606 GN=GCDH PE=1 SV=1"
P12277,6,6,941484.33,922852.67,943113.5,769725,705478.83,817602,905702,943457.83,981407.33,720848,750858.5,806323.33,Creatine kinase B-type OS=Homo sapiens OX=9606 GN=CKB PE=1 SV=1
P62753,3,3,339050.33,347340,374173.67,383768.67,331723.67,355518,326164,355095,389366.33,359399.33,353061.33,350613.33,40S ribosomal protein S6 OS=Homo sapiens OX=9606 GN=RPS6 PE=1 SV=1
Q16629,2,2,564465.5,530764.5,528676.5,613624,591381,521682,543012,542615.5,550142.5,574659.5,629421,514485.5,Serine/arginine-rich splicing factor 7 OS=Homo sapiens OX=9606 GN=SRSF7 PE=1 SV=1
Q5VWZ2,3,3,374155,329415,287594.33,366597,358982.67,372424,359934.33,336769.67,299271.33,343318,382074,367286.33,Lysophospholipase-like protein 1 OS=Homo sapiens OX=9606 GN=LYPLAL1 PE=1 SV=3
Q9Y6M9,3,3,322381,290510.33,339312,290371.33,266108.33,313598.33,310128,296996.33,353089,271932.33,283225.33,309272,NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 9 OS=Homo sapiens OX=9606 GN=NDUFB9 PE=1 SV=3
P35579,28,28,1129925.54,1026364.75,1015224.96,1130310.32,995719.96,1131042.36,1086981.46,1049281.32,1056446.64,1058536.71,1059769.68,1115440.07,Myosin-9 OS=Homo sapiens OX=9606 GN=MYH9 PE=1 SV=4
Q9BX66,13,13,366930.54,351536.85,320529.38,435482.85,398722.08,381335.31,352984.62,359385.62,333543.54,407829.92,424369.62,376074.54,Sorbin and SH3 domain-containing protein 1 OS=Homo sapiens OX=9606 GN=SORBS1 PE=1 SV=3
P16219,8,8,461304.25,610473.62,499404.5,788682.75,654189.75,624198.38,443771.38,624104,519681.75,738602,696270.25,615587.62,"Short-chain specific acyl-CoA dehydrogenase, mitochondrial OS=Homo sapiens OX=9606 GN=ACADS PE=1 SV=1"
Q15404,3,3,273489,265571,247471.33,312599.33,295468,289993.33,263094.33,271500.33,257519,292749.33,314473.67,285992.33,Ras suppressor protein 1 OS=Homo sapiens OX=9606 GN=RSU1 PE=1 SV=3
O75489,5,5,542467.8,486354.6,526321.6,460670.4,419475.6,502141.6,521850.4,497213.8,547691.8,431417.8,446458.2,495214.4,"NADH dehydrogenase [ubiquinone] iron-sulfur protein 3, mitochondrial OS=Homo sapiens OX=9606 GN=NDUFS3 PE=1 SV=1"
Q9Y696,4,4,1360334.5,1270972,1233626,1399491,1283206.75,1306816.75,1308633.75,1299350.5,1283715.75,1310624.5,1365749.25,1288790,Chloride intracellular channel protein 4 OS=Homo sapiens OX=9606 GN=CLIC4 PE=1 SV=4
P30043,3,3,599858,611123.67,547819.67,580885.33,673908,608409,577059.67,624768.67,570062.67,543999.33,717257,600016,Flavin reductase (NADPH) OS=Homo sapiens OX=9606 GN=BLVRB PE=1 SV=3
O00330,6,6,679024.67,755928.5,651732,815256.33,837726.83,798456.5,653217.17,772806.83,678194.33,763488.17,891613.5,787442,"Pyruvate dehydrogenase protein X component, mitochondrial OS=Homo sapiens OX=9606 GN=PDHX PE=1 SV=3"
Q9H4B7,7,7,635033.43,609308.86,570259.86,658231.86,629160.57,674555.14,610898,622913.29,593414.14,616434.57,669631.29,665249.86,Tubulin beta-1 chain OS=Homo sapiens OX=9606 GN=TUBB1 PE=1 SV=1
P36578,5,5,274629,261688.2,271808.4,285052.4,274923,290253.8,264191,267531,282844.2,266951.6,292606.8,286249.4,60S ribosomal protein L4 OS=Homo sapiens OX=9606 GN=RPL4 PE=1 SV=5
Q15327,4,4,1015913.5,923210.75,767599.75,1146107.25,979904.5,1071702.75,977302.5,943824.25,798767,1073330.5,1042937,1056919.25,Ankyrin repeat domain-containing protein 1 OS=Homo sapiens OX=9606 GN=ANKRD1 PE=1 SV=2
P84098,2,2,319095,311358.5,317992.5,320789,293353.5,291516,306967,318310,330903.5,300419,312223.5,287494,60S ribosomal protein L19 OS=Homo sapiens OX=9606 GN=RPL19 PE=1 SV=1
Q04760,2,2,769235,753825,688738.5,941687,921453.5,870171.5,739999.5,770656.5,716703.5,881890.5,980726,858167.5,Lactoylglutathione lyase OS=Homo sapiens OX=9606 GN=GLO1 PE=1 SV=4
Q9UBY9,3,3,595252.67,557769,505715.67,657509.67,502357.67,596627.67,572629,570222.33,526249.33,615758.33,534671.33,588397,Heat shock protein beta-7 OS=Homo sapiens OX=9606 GN=HSPB7 PE=1 SV=1
P48681,18,18,284276,295919.94,258920.83,304101.39,360078.89,305167.72,273471.44,302526.94,269433.61,284790.83,383240.72,300957.67,Nestin OS=Homo sapiens OX=9606 GN=NES PE=1 SV=2
P50995,5,5,739965.8,717006.8,698078.6,752524.4,668161.8,706610.8,711842.4,733016.2,726422.8,704739.6,711141.2,696863.2,Annexin A11 OS=Homo sapiens OX=9606 GN=ANXA11 PE=1 SV=1
P67775,3,3,431479,408784.33,415765,469893.33,403086.67,427654,415079.67,417911.67,432646.33,440055,429015,421754.33,Serine/threonine-protein phosphatase 2A catalytic subunit alpha isoform OS=Homo sapiens OX=9606 GN=PPP2CA PE=1 SV=1
Q9BVV7,2,2,304878,261906,310981,282978,252163,268502.5,293290.5,267753.5,323608,265009,268383,264798,Mitochondrial import inner membrane translocase subunit Tim21 OS=Homo sapiens OX=9606 GN=TIMM21 PE=1 SV=1
P12829,2,2,598298.5,638737,344300,885492.5,383077.5,800669.5,575559.5,652998.5,358279.5,829264.5,407719,789624,Myosin light chain 4 OS=Homo sapiens OX=9606 GN=MYL4 PE=1 SV=3
Q702N8,20,20,411204.25,466956.25,392273.45,755893.2,686402.65,573583.25,395575.6,477382.2,408200.8,707894.55,730555.4,565670.7,Xin actin-binding repeat-containing protein 1 OS=Homo sapiens OX=9606 GN=XIRP1 PE=1 SV=1
P12110,13,13,690687.85,684406.69,668447.85,734030,830049.69,800978.92,664437.23,699688,695588.92,687419.69,883442.54,789929.46,Collagen alpha-2(VI) chain OS=Homo sapiens OX=9606 GN=COL6A2 PE=1 SV=4
Q15084,5,5,165410.8,154674.6,146452.8,169959.6,181325.2,177483.6,159123.8,158127.8,152398.6,159167.2,192988.6,175035,Protein disulfide-isomerase A6 OS=Homo sapiens OX=9606 GN=PDIA6 PE=1 SV=1
P12429,4,4,474213.5,404986.5,419943.75,432159,314302.5,394261.5,456190,414028.5,436994.5,404717,334519.5,388822.5,Annexin A3 OS=Homo sapiens OX=9606 GN=ANXA3 PE=1 SV=3
P60174,3,3,773371.33,743354.33,583532.67,854777.67,847363.33,763977.33,743978.33,759951.67,607225.67,800499.67,901869.67,753438.67,Triosephosphate isomerase OS=Homo sapiens OX=9606 GN=TPI1 PE=1 SV=4
O75915,3,3,1834265.33,1534446.67,1435489,1984646.67,1691986.67,1842673,1764552,1568708,1493775,1858624,1800824,1817254.33,PRA1 family protein 3 OS=Homo sapiens OX=9606 GN=ARL6IP5 PE=1 SV=1
P02671,9,9,425752,392130.33,612165.56,323391.56,512362.67,368606.78,409570.33,400885.44,637021.33,302856.22,545320.11,363521.56,Fibrinogen alpha chain OS=Homo sapiens OX=9606 GN=FGA PE=1 SV=2
P09622,8,8,626334.62,642574.38,541265.62,779844.75,750681.88,772609.88,602529.88,656921.38,563242.75,730325.12,798969.5,761951.88,"Dihydrolipoyl dehydrogenase, mitochondrial OS=Homo sapiens OX=9606 GN=DLD PE=1 SV=2"
P22626,3,3,244568.67,231434.67,217045.67,273845.67,233433,246408.33,235273.33,236601.67,225858.33,256456,248448.33,243008.67,Heterogeneous nuclear ribonucleoproteins A2/B1 OS=Homo sapiens OX=9606 GN=HNRNPA2B1 PE=1 SV=2
P62873,4,4,442435.25,395894.75,403375,402830.25,397581.25,416228.75,425619.5,404734.25,419753,377250.75,423155.5,410486.75,Guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-1 OS=Homo sapiens OX=9606 GN=GNB1 PE=1 SV=3
P62879,4,4,442435.25,395894.75,403375,402830.25,397581.25,416228.75,425619.5,404734.25,419753,377250.75,423155.5,410486.75,Guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-2 OS=Homo sapiens OX=9606 GN=GNB2 PE=1 SV=3
P16520,4,4,469364.5,416564.75,431155.75,433351.5,431454.25,442468,451525.25,425865.75,448661.75,405834,459207.5,436364.25,Guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-3 OS=Homo sapiens OX=9606 GN=GNB3 PE=1 SV=1
P63244,4,4,587571.75,582424,549439.5,631890.25,525170,554939.75,565240.25,595428,571748.25,591765.75,558951.25,547284.5,Receptor of activated protein C kinase 1 OS=Homo sapiens OX=9606 GN=RACK1 PE=1 SV=3
P50914,2,2,330105,352405,323045.5,331410.5,276605,341265.5,317558.5,360273,336162,310366,294397,336557.5,60S ribosomal protein L14 OS=Homo sapiens OX=9606 GN=RPL14 PE=1 SV=4
P60981,4,4,2790770.25,2519553.25,2526893.5,3349104.25,2608827.5,2628200.75,2684704.5,2575810.5,2629495.25,3136440.25,2776641.5,2591946.5,Destrin OS=Homo sapiens OX=9606 GN=DSTN PE=1 SV=3
P13804,6,6,411660.83,390849.83,336967,502472.33,501558.83,462304.83,396014.83,399576.5,350648.67,470565.67,533821.33,455927.33,"Electron transfer flavoprotein subunit alpha, mitochondrial OS=Homo sapiens OX=9606 GN=ETFA PE=1 SV=1"
Q9NX40,2,2,474053,426573,378343.5,547629,440488.5,451261.5,456036,436097.5,393705.5,512854.5,468822.5,445036.5,OCIA domain-containing protein 1 OS=Homo sapiens OX=9606 GN=OCIAD1 PE=1 SV=1
Q9Y4G6,29,29,527082.97,504998.76,482359.03,535631.76,533939.24,534845.62,507050.34,516274.17,501944.17,501619.41,568284.79,527467.28,Talin-2 OS=Homo sapiens OX=9606 GN=TLN2 PE=1 SV=4
Q9UKX3,54,54,4940345.11,4460509.65,4575496.43,4990997.35,3903340.81,4728526.56,4752583.3,4560105.44,4761279.48,4674075.56,4154424.93,4663300.24,Myosin-13 OS=Homo sapiens OX=9606 GN=MYH13 PE=2 SV=2
P51649,6,6,446414,376136,356747.83,476037.67,444986,429756,429447.33,384534,371232.67,445809.33,473609.5,423827.33,"Succinate-semialdehyde dehydrogenase, mitochondrial OS=Homo sapiens OX=9606 GN=ALDH5A1 PE=1 SV=2"
P02679,4,4,982363.5,894516.5,1207702.75,897981.5,1098249,847716.5,945027.75,914489,1256739.75,840960.5,1168894,836022.5,Fibrinogen gamma chain OS=Homo sapiens OX=9606 GN=FGG PE=1 SV=3
P35555,39,39,528619.69,610668.92,880247.62,607099.15,878733.18,766300.26,508528.64,624303.67,915988.72,568548.82,935257.67,755729.31,Fibrillin-1 OS=Homo sapiens OX=9606 GN=FBN1 PE=1 SV=4
P14866,6,6,395151.67,378684.5,391818,388755.67,387798.83,393182.5,380133.17,387139.67,407726.83,364069.83,412743.5,387758.5,Heterogeneous nuclear ribonucleoprotein L OS=Homo sapiens OX=9606 GN=HNRNPL PE=1 SV=2
P02790,5,5,540390.6,471859.4,473820.6,503660.2,462841.2,480067.6,519852.2,482395,493059.2,471678,492613,473445,Hemopexin OS=Homo sapiens OX=9606 GN=HPX PE=1 SV=2
Q9NY65,5,5,1073960,1001654.6,931164.6,954997.6,1039415.2,1108980.6,1033142.8,1024019.6,968973.2,894356,1106275.8,1093682.6,Tubulin alpha-8 chain OS=Homo sapiens OX=9606 GN=TUBA8 PE=1 SV=1
P27105,2,2,123944,138190.5,165243.5,109460,108128,108830,119233,141275.5,171952.5,102509,115083,107328,Stomatin OS=Homo sapiens OX=9606 GN=STOM PE=1 SV=3
P12882,54,54,4322650.67,3999265.09,4041060.07,4444957.91,3482306.61,4253228.35,4158364.8,4088562.02,4205142.87,4162708.85,3706307.44,4194558.33,Myosin-1 OS=Homo sapiens OX=9606 GN=MYH1 PE=1 SV=3
P13535,53,53,3996427.64,3721594.7,3717356.11,4099082.02,3216583.11,3922850.74,3844540.09,3804691.66,3868295.23,3838795.58,3423491.15,3868738,Myosin-8 OS=Homo sapiens OX=9606 GN=MYH8 PE=1 SV=3
O43488,3,3,420944.67,420207,395612.67,460800.67,493436,440816.67,404946,429589,411675.33,431540,525176,434735.67,Aflatoxin B1 aldehyde reductase member 2 OS=Homo sapiens OX=9606 GN=AKR7A2 PE=1 SV=3
Q00577,5,5,676761,702744.6,633894.8,709308.2,619505.8,659985,651039.6,718435.4,659633,664267.6,659355.2,650880.6,Transcriptional activator protein Pur-alpha OS=Homo sapiens OX=9606 GN=PURA PE=1 SV=2
P05091,5,5,980398.4,1200350.4,969325.6,1345983,1426891.6,843070.6,943137.4,1227152,1008683.6,1260514.4,1518677,831440.6,"Aldehyde dehydrogenase, mitochondrial OS=Homo sapiens OX=9606 GN=ALDH2 PE=1 SV=2"
P62491,3,3,385234.67,362925,401426.33,418059.33,443904.67,429351.67,370593,371028,417725.67,391512.33,472458.33,423428.67,Ras-related protein Rab-11A OS=Homo sapiens OX=9606 GN=RAB11A PE=1 SV=3
Q15907,3,3,385234.67,362925,401426.33,418059.33,443904.67,429351.67,370593,371028,417725.67,391512.33,472458.33,423428.67,Ras-related protein Rab-11B OS=Homo sapiens OX=9606 GN=RAB11B PE=1 SV=4
P41222,2,2,410100,377024,346529,369712,371249,321841,394513.5,385442,360599,346235.5,395129.5,317401,Prostaglandin-H2 D-isomerase OS=Homo sapiens OX=9606 GN=PTGDS PE=1 SV=1
Q9GZM7,4,4,253382.25,262018.5,254133.5,294970.25,297774.75,260472.5,243751.75,267868.5,264451.75,276239.75,316928.75,256879.25,Tubulointerstitial nephritis antigen-like OS=Homo sapiens OX=9606 GN=TINAGL1 PE=1 SV=1
O14639,8,8,645742.62,556618.88,565011.25,640213.62,563335.5,590888.12,621200,569046.75,587952.62,599560.38,599571.88,582736.88,Actin-binding LIM protein 1 OS=Homo sapiens OX=9606 GN=ABLIM1 PE=1 SV=3
Q08380,5,5,754345,369359.6,357010,419585.6,694338,547348.2,725675,377606.4,371505.4,392941.8,739001.2,539797.6,Galectin-3-binding protein OS=Homo sapiens OX=9606 GN=LGALS3BP PE=1 SV=1
P19404,2,2,1010626.5,1060741.5,974809,957845,885150.5,1005022,972216.5,1084425.5,1014389.5,897022.5,942087.5,991158.5,"NADH dehydrogenase [ubiquinone] flavoprotein 2, mitochondrial OS=Homo sapiens OX=9606 GN=NDUFV2 PE=1 SV=2"
Q5VST9,72,72,359419.49,327381.1,318558.97,397020.53,353720.15,329051.33,345758.97,334690.53,331493.21,371809.82,376472.93,324511.83,Obscurin OS=Homo sapiens OX=9606 GN=OBSCN PE=1 SV=3
O95817,6,6,299038,289278.33,322613.17,281192,284811.5,282532.17,287672.33,295737.17,335712.17,263336,303131.33,278634.33,BAG family molecular chaperone regulator 3 OS=Homo sapiens OX=9606 GN=BAG3 PE=1 SV=3
Q16775,3,3,245466,268541,210556.67,274539.67,259458.67,254966.33,236136.33,274536.33,219105.33,257106,276147.67,251449,"Hydroxyacylglutathione hydrolase, mitochondrial OS=Homo sapiens OX=9606 GN=HAGH PE=1 SV=2"
Q9NR28,2,2,390640.5,365689,392186,434030.5,399775.5,398473.5,375793.5,373853.5,408110,406469.5,425490.5,392976.5,Diablo IAP-binding mitochondrial protein OS=Homo sapiens OX=9606 GN=DIABLO PE=1 SV=1
P21266,3,3,823956.33,696594,581909,767871,734713,676516.67,792640.67,712147.33,605536.67,719111.67,781973.33,667184,Glutathione S-transferase Mu 3 OS=Homo sapiens OX=9606 GN=GSTM3 PE=1 SV=3
P61019,2,2,227827,272114,238999,262261.5,201362,246884,219168,278189.5,248703,245608,214314,243478,Ras-related protein Rab-2A OS=Homo sapiens OX=9606 GN=RAB2A PE=1 SV=1
Q9Y490,25,25,411218.08,400843.52,393197.4,439313.96,425439.64,440177.84,395589,409793.2,409162.28,411417.64,452805.8,434105.48,Talin-1 OS=Homo sapiens OX=9606 GN=TLN1 PE=1 SV=3
Q9Y623,45,45,4345685.73,4005430.38,3997497.87,4441924.44,3502967.87,4252345.82,4180524.38,4094864.98,4159811.87,4159868,3728297.76,4193687.98,Myosin-4 OS=Homo sapiens OX=9606 GN=MYH4 PE=2 SV=2
P21980,8,8,270840.75,351598.25,295787.38,407602.75,343244.62,424698.25,260546.88,359448.38,307797,381720.25,365323.5,418839.38,Protein-glutamine gamma-glutamyltransferase 2 OS=Homo sapiens OX=9606 GN=TGM2 PE=1 SV=2
O43813,4,4,339711,346446,301469.75,376074.75,431418.75,389071.25,326799.5,354181.25,313710,352194,459169.5,383704,Glutathione S-transferase LANCL1 OS=Homo sapiens OX=9606 GN=LANCL1 PE=1 SV=1
P23396,4,4,313373,293355,303185.75,326970.5,334589.5,361317.25,301462.5,299904.75,315495.5,306208,356111.5,356333,40S ribosomal protein S3 OS=Homo sapiens OX=9606 GN=RPS3 PE=1 SV=2
O94875,14,14,405418.5,455860.29,310768.86,582440.71,485051.21,593196.29,390009.79,466038.43,323386.86,545456.14,516251.86,585013.21,Sorbin and SH3 domain-containing protein 2 OS=Homo sapiens OX=9606 GN=SORBS2 PE=1 SV=3
P49257,5,5,390860.4,361074.6,396077.4,403197.4,389572.8,407566.2,376004.8,369136.4,412159.2,377594.6,414631.8,401943.8,Protein ERGIC-53 OS=Homo sapiens OX=9606 GN=LMAN1 PE=1 SV=2
Q6NUK1,5,5,350700.2,336308.6,356555.2,400087.6,337550.4,336015.8,337371,343817.2,371032.2,374682,359263.2,331380,Calcium-binding mitochondrial carrier protein SCaMC-1 OS=Homo sapiens OX=9606 GN=SLC25A24 PE=1 SV=2
Q9NVH6,4,4,328831.25,333702.5,321250,321111.5,318541.25,347770.5,316333.25,341153,334293.5,300721,339031,342972.75,"Trimethyllysine dioxygenase, mitochondrial OS=Homo sapiens OX=9606 GN=TMLHE PE=1 SV=1"
Q9UQ80,4,4,369103.25,430827.25,429645.25,538997,383717.75,416167.25,355074.75,440446.25,447089.75,504771,408400.25,410426,Proliferation-associated protein 2G4 OS=Homo sapiens OX=9606 GN=PA2G4 PE=1 SV=3
Q3SX64,2,2,516799.5,514038.5,506646,566346.5,448023.5,537852.5,497157.5,525516,527217.5,530384,476842.5,530433,Outer dense fiber protein 3-like protein 2 OS=Homo sapiens OX=9606 GN=ODF3L2 PE=1 SV=2
Q9UI47,8,8,299317.5,288362.75,249012.12,302245.12,236668.62,261456.75,287941.25,294800.75,259122.5,283052.5,251892,257849.62,Catenin alpha-3 OS=Homo sapiens OX=9606 GN=CTNNA3 PE=1 SV=2
P04843,5,5,454949.6,437054,448099.6,473310.4,492170.6,502471.4,437658.4,446812.4,466293.8,443255.2,523829.4,495539.8,Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 1 OS=Homo sapiens OX=9606 GN=RPN1 PE=1 SV=1
Reverse_sp|Q9H2W6|RM46_HUMAN,2,2,272162,239005,232081.5,267963,225177,246410,261818,244341,241504.5,250947,239661.5,243010.5,"39S ribosomal protein L46, mitochondrial OS=Homo sapiens OX=9606 GN=MRPL46 PE=1 SV=1"
P15880,4,4,671625.75,661753,700916,700522.25,650955.75,676573.25,646099.5,676528.75,729375.5,656039.75,692828.25,667240,40S ribosomal protein S2 OS=Homo sapiens OX=9606 GN=RPS2 PE=1 SV=2
P01024,19,19,577479.63,551649.74,685556.95,450838.21,488107.95,458954.79,555531.58,563966.74,713392.79,422210.21,519505.26,452623.42,Complement C3 OS=Homo sapiens OX=9606 GN=C3 PE=1 SV=2
P48509,3,3,504289,461890.33,420968,596281.33,560191,552003,485122.67,472203.33,438060.33,558418,596225.33,544388.33,CD151 antigen OS=Homo sapiens OX=9606 GN=CD151 PE=1 SV=3
Q9NVH1,4,4,461611.25,482485.5,492438.75,446262.25,432636.25,426735,444067,493258.25,512433.25,417924.75,460465.25,420848,DnaJ homolog subfamily C member 11 OS=Homo sapiens OX=9606 GN=DNAJC11 PE=1 SV=2
Q9BXN1,4,4,420938.25,480584.5,368089.5,641675.5,922634,651717.25,404939.5,491314.75,383035,600929.5,981982.25,642726.75,Asporin OS=Homo sapiens OX=9606 GN=ASPN PE=1 SV=2
Q9Y2Q3,2,2,207403.5,170114.5,195436,193200,213578,248586.5,199520.5,173912.5,203371,180931.5,227316,245157,Glutathione S-transferase kappa 1 OS=Homo sapiens OX=9606 GN=GSTK1 PE=1 SV=3
Q9BUR5,2,2,305551,292077.5,296480.5,304219.5,288056.5,296344.5,293938,298598.5,308518.5,284901.5,306585.5,292256,MICOS complex subunit MIC26 OS=Homo sapiens OX=9606 GN=APOO PE=1 SV=1
Q92499,6,6,506691.17,511257.17,501465.83,540309.83,449424.17,488348,487433.83,522672.5,521827,506000.5,478333,481611.17,ATP-dependent RNA helicase DDX1 OS=Homo sapiens OX=9606 GN=DDX1 PE=1 SV=2
P02675,4,4,575610.25,569065.5,720622.25,476428,636535,475688,553733.25,581771.5,749882,446175.25,677480,469125.75,Fibrinogen beta chain OS=Homo sapiens OX=9606 GN=FGB PE=1 SV=2
Q9UKU7,3,3,405453.67,517674,395127.33,397509.67,433339,399077.33,390043.67,529232.33,411170.33,372268,461213.33,393571.67,"Isobutyryl-CoA dehydrogenase, mitochondrial OS=Homo sapiens OX=9606 GN=ACAD8 PE=1 SV=1"
Q6NVY1,3,3,231640.67,298731.33,188844,306004.33,243777.67,267257.33,222836.67,305401,196511.33,286573,259458,263570,"3-hydroxyisobutyryl-CoA hydrolase, mitochondrial OS=Homo sapiens OX=9606 GN=HIBCH PE=1 SV=2"
Reverse_sp|Q86W42|THOC6_HUMAN,2,2,202420,230809.5,192694,238155,222659,194883.5,194726.5,235962.5,200517.5,223032,236981,192194.5,THO complex subunit 6 homolog OS=Homo sapiens OX=9606 GN=THOC6 PE=1 SV=1
Q15365,3,3,332383,299922.67,310786,340492.33,313968.33,326881,319750.33,306618.67,323404.67,318871.33,334164,322371.67,Poly(rC)-binding protein 1 OS=Homo sapiens OX=9606 GN=PCBP1 PE=1 SV=2
P08574,6,6,1337044.5,1163420.33,1303609.67,1256238.67,1254274.83,1327413.5,1286228.67,1189397.17,1356541.33,1176468.83,1334956.33,1309102.33,"Cytochrome c1, heme protein, mitochondrial OS=Homo sapiens OX=9606 GN=CYC1 PE=1 SV=3"
P50990,4,4,444019.75,456027,484869.75,489983.25,447502.5,469261.25,427143.75,466208.75,504556.75,458869.5,476288,462787.75,T-complex protein 1 subunit theta OS=Homo sapiens OX=9606 GN=CCT8 PE=1 SV=4
Q9UKS6,3,3,178176,156049,139574.33,180260.67,179429.33,156547.67,171403.67,159533,145241.33,168813.67,190971,154387.67,Protein kinase C and casein kinase substrate in neurons protein 3 OS=Homo sapiens OX=9606 GN=PACSIN3 PE=1 SV=2
P61163,4,4,361143.5,345561.5,328768.75,411937.5,372580.5,375390,347417.25,353276.75,342117.5,385779.75,396546.5,370211.25,Alpha-centractin OS=Homo sapiens OX=9606 GN=ACTR1A PE=1 SV=1
P53597,5,5,1270742.6,1255280.8,1149642.4,1340113.8,1068637.6,1222906,1222446.8,1283308.6,1196321.8,1255017.8,1137377.8,1206036.8,"Succinate--CoA ligase [ADP/GDP-forming] subunit alpha, mitochondrial OS=Homo sapiens OX=9606 GN=SUCLG1 PE=1 SV=4"
P62424,3,3,655647,849192,685118.33,875353,697575.33,723066.33,630728,868152.67,712936.33,819769,742446.67,713091.67,60S ribosomal protein L7a OS=Homo sapiens OX=9606 GN=RPL7A PE=1 SV=2
Q06323,2,2,89203,75552.5,67836.5,96620.5,125410.5,103050,85812,77239,70590.5,90484.5,133477.5,101628,Proteasome activator complex subunit 1 OS=Homo sapiens OX=9606 GN=PSME1 PE=1 SV=1
P19237,2,2,904701,1045720,847287.5,974246.5,707105.5,1082079,870316.5,1069069,881690,912383,752590,1067152,"Troponin I, slow skeletal muscle OS=Homo sapiens OX=9606 GN=TNNI1 PE=1 SV=3"
