accession,spec count,peptide num,avg int m/z_126.127725,avg int m/z_127.12476,avg int m/z_128.134433,avg int m/z_129.131468,avg int m/z_130.141141,avg int m/z_131.138176,norm int m/z_126.127725,norm int m/z_127.12476,norm int m/z_128.134433,norm int m/z_129.131468,norm int m/z_130.141141,norm int m/z_131.138176,description
Q09666,19,19,656677.32,590725.84,608102.53,731370.79,728557.37,609138.84,636978.21,609698.74,631402.37,682995.47,768306.89,598364,Neuroblast differentiation-associated protein AHNAK OS=Homo sapiens OX=9606 GN=AHNAK PE=1 SV=2
P06576,11,11,4754802.27,4547347.36,5267503.64,4430495.64,4080318.09,4158287,4612170.45,4693401.09,5469335.55,4137450.18,4302939.09,4084735.55,"ATP synthase subunit beta, mitochondrial OS=Homo sapiens OX=9606 GN=ATP5F1B PE=1 SV=3"
Q02338,4,4,733876.5,694826,668737.5,473253.5,568719.75,562246,711861.75,717142.25,694360.75,441950.5,599748.5,552300.75,"D-beta-hydroxybutyrate dehydrogenase, mitochondrial OS=Homo sapiens OX=9606 GN=BDH1 PE=1 SV=3"
Q9NRG7,5,5,459414.8,408544.2,518317.4,457772.4,439716.6,424341.8,445633,421665.4,538177,427493.6,463706.8,416835.4,Epimerase family protein SDR39U1 OS=Homo sapiens OX=9606 GN=SDR39U1 PE=1 SV=3
Q01995,3,3,654914,726967.67,695147,853607.33,1094383,1041627.67,635267.67,750316.33,721782,797147,1154091.67,1023203,Transgelin OS=Homo sapiens OX=9606 GN=TAGLN PE=1 SV=4
O43674,4,4,896333.25,709964.75,769665.75,609843.25,514843.5,464719,869445.25,732767.25,799156,569506.25,542932.75,456498.5,"NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 5, mitochondrial OS=Homo sapiens OX=9606 GN=NDUFB5 PE=1 SV=1"
Q00765,2,2,592852,572826.5,483593,588326,579904,598533,575067.5,591224.5,502122.5,549412,611543,587946,Receptor expression-enhancing protein 5 OS=Homo sapiens OX=9606 GN=REEP5 PE=1 SV=3
P39210,2,2,447886,408901.5,513868.5,379528.5,333643,411092,434450.5,422034.5,533558,354425,351846,403820,Protein Mpv17 OS=Homo sapiens OX=9606 GN=MPV17 PE=1 SV=1
P84103,2,2,176582,159175,161007,157653,173921.5,177682.5,171284.5,164287,167176,147225,183410,174539,Serine/arginine-rich splicing factor 3 OS=Homo sapiens OX=9606 GN=SRSF3 PE=1 SV=1
P02675,6,6,487331.17,447127.33,613282.67,403519,541100.5,425290.17,472712.17,461487.83,636781,376828.5,570622.33,417767.17,Fibrinogen beta chain OS=Homo sapiens OX=9606 GN=FGB PE=1 SV=2
P62753,3,3,390349.67,380713.33,417664.67,443682.67,391767,397476,378639.67,392940.67,433667.67,414336,413141.33,390445.33,40S ribosomal protein S6 OS=Homo sapiens OX=9606 GN=RPS6 PE=1 SV=1
Q9P0L0,3,3,497461,447422,425854.67,524244.33,497886.67,523846.33,482537.67,461792.33,442171.67,489569,525050.67,514580.33,Vesicle-associated membrane protein-associated protein A OS=Homo sapiens OX=9606 GN=VAPA PE=1 SV=3
Q16629,2,2,535627,461778,480939,471996.5,460302.5,477767.5,519559,476609,499366.5,440777,485416,469316.5,Serine/arginine-rich splicing factor 7 OS=Homo sapiens OX=9606 GN=SRSF7 PE=1 SV=1
O60506,6,6,502737.67,466447.83,434403.83,494336.67,470743.17,480409,487656.5,481428.83,451048,461639.5,496426.17,471911.33,Heterogeneous nuclear ribonucleoprotein Q OS=Homo sapiens OX=9606 GN=SYNCRIP PE=1 SV=2
P50995,5,5,1025490.4,1133812.8,1128890,1158520,884008,1072535.4,994728,1170228.8,1172144.6,1081891.8,932239,1053564.4,Annexin A11 OS=Homo sapiens OX=9606 GN=ANXA11 PE=1 SV=1
Q9Y512,5,5,688108.8,688848.8,664786,777656.2,716620.6,698072.6,667467,710973.4,690258,726219.4,755718.6,685724.6,Sorting and assembly machinery component 50 homolog OS=Homo sapiens OX=9606 GN=SAMM50 PE=1 SV=3
P16219,6,6,451115.17,574735.67,475311.5,794225,615490,594329.83,437582.67,593194.67,493523.17,741692,649070.5,583816.67,"Short-chain specific acyl-CoA dehydrogenase, mitochondrial OS=Homo sapiens OX=9606 GN=ACADS PE=1 SV=1"
P51884,5,5,825929.8,871681.4,974250,1129257.4,1459623.8,1042562,801153.6,899678,1011579.4,1054564.6,1539260.2,1024120.8,Lumican OS=Homo sapiens OX=9606 GN=LUM PE=1 SV=2
Q8NCW5,3,3,387781.33,311857.33,319342,386133,359395,285446.33,376148.67,321873.33,331577.67,360592.67,379003,280396.67,NAD(P)H-hydrate epimerase OS=Homo sapiens OX=9606 GN=NAXE PE=1 SV=2
O75489,7,7,585260,535717.71,580429.14,523937.57,477895.86,561147.29,567703.29,552923.71,602668.71,489282.29,503969.43,551221.29,"NADH dehydrogenase [ubiquinone] iron-sulfur protein 3, mitochondrial OS=Homo sapiens OX=9606 GN=NDUFS3 PE=1 SV=1"
Q9UKX3,51,51,4585622.02,4090472.47,4390725.18,4822852.92,3761159.9,4534513.51,4448065.22,4221851.98,4558962.06,4503856.02,3966367.69,4454307.45,Myosin-13 OS=Homo sapiens OX=9606 GN=MYH13 PE=2 SV=2
O43707,13,13,562051.23,578671.46,541901,683311.62,921106.15,797400.62,545190.69,597257.08,562664.23,638115.15,971361.15,783295.92,Alpha-actinin-4 OS=Homo sapiens OX=9606 GN=ACTN4 PE=1 SV=2
O95817,8,8,433394.88,433759.75,436584.62,429957.12,402835,436446.75,420393.62,447691,453312.5,401518.25,424813.12,428726.38,BAG family molecular chaperone regulator 3 OS=Homo sapiens OX=9606 GN=BAG3 PE=1 SV=3
P36578,5,5,354590.8,356365.2,338436.2,361714.8,343409.4,361561.4,343953.2,367810.6,351403.4,337789.4,362145.2,355165.6,60S ribosomal protein L4 OS=Homo sapiens OX=9606 GN=RPL4 PE=1 SV=5
Q9BXN1,4,4,320428.75,406195,292490.75,550022.25,888927.25,548343.5,310816.25,419241,303697.5,513641.75,937426.5,538644,Asporin OS=Homo sapiens OX=9606 GN=ASPN PE=1 SV=2
P38159,5,5,312832,313664.2,279916.8,316832.4,296214.6,317236.4,303447.6,323738,290641.8,295876,312375.6,311624.4,"RNA-binding motif protein, X chromosome OS=Homo sapiens OX=9606 GN=RBMX PE=1 SV=3"
P10768,3,3,653136,594302.67,539178,709310,689870.33,617232.33,633543,613390.33,559837,662393.67,727509.33,606314.33,S-formylglutathione hydrolase OS=Homo sapiens OX=9606 GN=ESD PE=1 SV=2
P84098,2,2,397383,406608,443154.5,409221,359262,351060.5,385462.5,419667,460134,382153.5,378863,344850.5,60S ribosomal protein L19 OS=Homo sapiens OX=9606 GN=RPL19 PE=1 SV=1
Q9UBY9,2,2,1658741.5,1516646,1167764.5,1720561.5,1376454,1563108.5,1608983.5,1565358,1212508.5,1606758.5,1451552.5,1535460,Heat shock protein beta-7 OS=Homo sapiens OX=9606 GN=HSPB7 PE=1 SV=1
Q702N8,19,19,398081.32,425973.79,356140.89,694029.32,629550.68,535377.74,386139.53,439655,369786.47,648123.95,663898.37,525907.58,Xin actin-binding repeat-containing protein 1 OS=Homo sapiens OX=9606 GN=XIRP1 PE=1 SV=1
P35221,11,11,457850.82,461783.18,358341.18,573233.55,513543.82,545147.55,444116.18,476614.55,372071,535317.82,541562.09,535504.64,Catenin alpha-1 OS=Homo sapiens OX=9606 GN=CTNNA1 PE=1 SV=1
P30153,7,7,814400.57,849725.86,819225.57,966580.29,983443.71,966601.86,789970.14,877017.29,850615,902647.43,1037099.86,949504.43,Serine/threonine-protein phosphatase 2A 65 kDa regulatory subunit A alpha isoform OS=Homo sapiens OX=9606 GN=PPP2R1A PE=1 SV=4
O95169,3,3,762554.33,770576,766930,813900.67,777290.33,788496,739679,795325.33,796315.67,760066.33,819698.67,774548.67,"NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 8, mitochondrial OS=Homo sapiens OX=9606 GN=NDUFB8 PE=1 SV=1"
P12829,4,4,506376.25,527677.75,369400,734891.5,730902,807741,491186,544625.5,383553.5,686283.5,770779.5,793453.5,Myosin light chain 4 OS=Homo sapiens OX=9606 GN=MYL4 PE=1 SV=3
Q13361,2,2,475932.5,646589.5,695846,622485.5,874598,717483.5,461655,667356.5,722508,581312,922315.5,704792,Microfibrillar-associated protein 5 OS=Homo sapiens OX=9606 GN=MFAP5 PE=1 SV=1
Q9Y4G6,28,28,424460.25,411631.57,389707.93,431664.96,422687.89,430130.04,411727.04,424852.07,404639.57,403112.96,445749.14,422521.46,Talin-2 OS=Homo sapiens OX=9606 GN=TLN2 PE=1 SV=4
P13535,48,48,4906648.52,4427794.48,4648498.25,5142067.77,3972122.46,4827443.44,4759461.79,4570008.29,4826612.1,4801957.1,4188840.31,4742056.1,Myosin-8 OS=Homo sapiens OX=9606 GN=MYH8 PE=1 SV=3
P21980,8,8,552696.62,727038.88,625261.12,754376.38,686317.75,880450.12,536116.62,750389.75,649218.5,704479.5,723762.62,864876.38,Protein-glutamine gamma-glutamyltransferase 2 OS=Homo sapiens OX=9606 GN=TGM2 PE=1 SV=2
P34931,9,9,818869.67,778767.22,683451.11,1000956.11,1107020.67,988711.33,794305.33,803779.56,709638,934749.67,1167419,971222.67,Heat shock 70 kDa protein 1-like OS=Homo sapiens OX=9606 GN=HSPA1L PE=1 SV=2
P50991,5,5,301718,300175.2,303914.4,325068.4,294455.2,322577,292666.6,309816,315559,303566.8,310520.2,316871,T-complex protein 1 subunit delta OS=Homo sapiens OX=9606 GN=CCT4 PE=1 SV=4
Q15084,5,5,189122.8,166174.8,170671,183870.2,186454.8,185357.8,183449,171511.6,177210,171708,196627,182078.6,Protein disulfide-isomerase A6 OS=Homo sapiens OX=9606 GN=PDIA6 PE=1 SV=1
P07339,4,4,621016.75,547212,424323.75,471137.5,491579.75,534980.5,602387.5,564787.25,440581.75,439974.75,518399.75,525517.25,Cathepsin D OS=Homo sapiens OX=9606 GN=CTSD PE=1 SV=1
P60174,3,3,663676,597621.33,444617,660469.33,633192,570415.33,643767,616815.67,461652.67,616783.67,667738.33,560325.67,Triosephosphate isomerase OS=Homo sapiens OX=9606 GN=TPI1 PE=1 SV=4
P12882,50,50,4955610.78,4500893.08,4688513.62,5190966.8,4017824.5,4877964.62,4806955.3,4645454.7,4868160.72,4847621.82,4237035.82,4791683.7,Myosin-1 OS=Homo sapiens OX=9606 GN=MYH1 PE=1 SV=3
Q9BX66,15,15,343617.8,320626.8,283457.2,408272.67,357233.2,365763.2,333309.8,330924.4,294317.8,381267.93,376723.33,359293.13,Sorbin and SH3 domain-containing protein 1 OS=Homo sapiens OX=9606 GN=SORBS1 PE=1 SV=3
Q3ZCQ8,3,3,164464,130838.67,166599.67,147154.33,128365.67,150574,159530,135040.67,172983,137420.67,135368.67,147910,Mitochondrial import inner membrane translocase subunit TIM50 OS=Homo sapiens OX=9606 GN=TIMM50 PE=1 SV=2
P62873,5,5,403135.4,392412.2,344508.8,392083.4,375457.8,381423.2,391041.8,405015.4,357708.4,366149.4,395942.2,374676.2,Guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-1 OS=Homo sapiens OX=9606 GN=GNB1 PE=1 SV=3
P62879,5,5,403135.4,392412.2,344508.8,392083.4,375457.8,381423.2,391041.8,405015.4,357708.4,366149.4,395942.2,374676.2,Guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-2 OS=Homo sapiens OX=9606 GN=GNB2 PE=1 SV=3
O00151,5,5,688184,759597,673193.6,995913.2,836314,845198.4,667540,783993.4,698987.4,930040.2,881942.8,830248,PDZ and LIM domain protein 1 OS=Homo sapiens OX=9606 GN=PDLIM1 PE=1 SV=4
P28072,2,2,88501,81883,81595.5,117046,92327.5,99192,85846,84512.5,84721.5,109304,97364.5,97437,Proteasome subunit beta type-6 OS=Homo sapiens OX=9606 GN=PSMB6 PE=1 SV=4
P67870,2,2,777059,901909,735434,856536.5,789217.5,926992,753749,930876.5,763612.5,799882.5,832276.5,910595,Casein kinase II subunit beta OS=Homo sapiens OX=9606 GN=CSNK2B PE=1 SV=1
P50914,4,4,355817.75,366648.5,317985.5,347530.75,278633.75,347110.5,345143.5,378424.25,330169.25,324543.75,293835.75,340970.25,60S ribosomal protein L14 OS=Homo sapiens OX=9606 GN=RPL14 PE=1 SV=4
O15145,3,3,575236.67,554584.67,560358.67,645004,655052.33,636828.67,557980.67,572396.67,581829.33,602341.33,690791.67,625564,Actin-related protein 2/3 complex subunit 3 OS=Homo sapiens OX=9606 GN=ARPC3 PE=1 SV=3
Q9Y490,28,28,427897.61,448561.61,402241.11,460308.36,439981.71,458416.43,415061.36,462968.29,417653.04,429861.82,463986.61,450307.54,Talin-1 OS=Homo sapiens OX=9606 GN=TLN1 PE=1 SV=3
P13489,4,4,438093.75,424555.5,392568.75,475500,422153.5,439775.75,424951.5,438191,407610.25,444048.75,445185.5,431996.75,Ribonuclease inhibitor OS=Homo sapiens OX=9606 GN=RNH1 PE=1 SV=2
Q9NX40,2,2,363438,333438,319638,368894.5,364923.5,336426.5,352535,344147,331885,344494,384833,330475.5,OCIA domain-containing protein 1 OS=Homo sapiens OX=9606 GN=OCIAD1 PE=1 SV=1
P35555,39,39,663609.03,755250.36,1155219.87,761313.38,1198218.31,992865.23,643701.97,779507.41,1199483.44,710957.69,1263592.33,975303.13,Fibrillin-1 OS=Homo sapiens OX=9606 GN=FBN1 PE=1 SV=4
P01024,21,21,736705.95,689409.05,881121.19,550676.33,622392.95,574477.86,714606.24,711551.38,914882.24,514252.67,656350.14,564316,Complement C3 OS=Homo sapiens OX=9606 GN=C3 PE=1 SV=2
P50990,5,5,427640,407290.2,437711.4,456739,419553.2,429168.4,414811.4,420371.4,454482.8,426528.6,442443.4,421577.2,T-complex protein 1 subunit theta OS=Homo sapiens OX=9606 GN=CCT8 PE=1 SV=4
P02679,4,4,804018,668627.5,954576,623386.25,888928.75,639391,779899,690102.5,991151.75,582153.5,937428,628081.25,Fibrinogen gamma chain OS=Homo sapiens OX=9606 GN=FGG PE=1 SV=3
P12429,3,3,615013.33,581849.33,566777.67,584550.67,462338.33,520993,596564,600537,588494,545886.67,487562.67,511777.33,Annexin A3 OS=Homo sapiens OX=9606 GN=ANXA3 PE=1 SV=3
Q96MF6,2,2,1034689.5,866134.5,866311,815322.5,819097,837690.5,1003651,893953,899504.5,761394.5,863786.5,822873,"Coenzyme Q-binding protein COQ10 homolog A, mitochondrial OS=Homo sapiens OX=9606 GN=COQ10A PE=2 SV=2"
Q8WUY1,2,2,236741,233818.5,231527.5,249486.5,215654,242331.5,229638.5,241328,240398.5,232984,227419.5,238044.5,Protein THEM6 OS=Homo sapiens OX=9606 GN=THEM6 PE=1 SV=2
Q15118,4,4,418960,437735,387387.75,443572.25,438514.75,450485.75,406392,451794,402230.5,414232.75,462439.25,442517,"[Pyruvate dehydrogenase (acetyl-transferring)] kinase isozyme 1, mitochondrial OS=Homo sapiens OX=9606 GN=PDK1 PE=1 SV=1"
P30533,3,3,358813.33,334606.33,315103,360309.67,379014,359420,348049.33,345353,327176.33,336477.33,399692.33,353062,Alpha-2-macroglobulin receptor-associated protein OS=Homo sapiens OX=9606 GN=LRPAP1 PE=1 SV=1
Q15365,4,4,521714,480974.75,522736,540553.25,541300,569038,506063.5,496422.5,542765,504799,570832.5,558972.5,Poly(rC)-binding protein 1 OS=Homo sapiens OX=9606 GN=PCBP1 PE=1 SV=2
P42126,4,4,800442.75,649634.25,523927.25,762692,815733.75,498056,776431,670499,544001.75,712245,860239.5,489246,"Enoyl-CoA delta isomerase 1, mitochondrial OS=Homo sapiens OX=9606 GN=ECI1 PE=1 SV=1"
P11047,17,17,449568.35,394149.47,412805.29,455746.71,416790.35,390502.53,436082,406808.59,428622.06,425601.94,439529.88,383594.82,Laminin subunit gamma-1 OS=Homo sapiens OX=9606 GN=LAMC1 PE=1 SV=3
P12110,14,14,725660.07,711478.64,615119.36,763988.71,885833.79,855656.93,703891.86,734329.93,638688.14,713456.07,934164.21,840521.64,Collagen alpha-2(VI) chain OS=Homo sapiens OX=9606 GN=COL6A2 PE=1 SV=4
Q9Y2Z9,5,5,427366.2,421878.8,387679,453386.8,399829.4,432149.2,414546,435428.4,402533,423398.2,421643.6,424504.8,"Ubiquinone biosynthesis monooxygenase COQ6, mitochondrial OS=Homo sapiens OX=9606 GN=COQ6 PE=1 SV=2"
O43488,3,3,516108,515259.67,453125.67,566622.67,579391.33,510153.67,500625.67,531808.67,470487,529144.33,611002.33,501129.67,Aflatoxin B1 aldehyde reductase member 2 OS=Homo sapiens OX=9606 GN=AKR7A2 PE=1 SV=3
P15880,6,6,549588.5,527770.33,545080.33,577946.67,531305.33,568421.33,533101.83,544721,565965.33,539719.17,560292.67,558366.67,40S ribosomal protein S2 OS=Homo sapiens OX=9606 GN=RPS2 PE=1 SV=2
P25788,2,2,250885.5,200583.5,182968.5,247070,232116,199549,243359,207025.5,189978.5,230727.5,244780,196019,Proteasome subunit alpha type-3 OS=Homo sapiens OX=9606 GN=PSMA3 PE=1 SV=2
Q9Y623,43,43,5234255.21,4667019.56,4946593.6,5487436.02,4234140.6,5152392.98,5077241.14,4816916.93,5136129.44,5124481.77,4465154.12,5061258.02,Myosin-4 OS=Homo sapiens OX=9606 GN=MYH4 PE=2 SV=2
P04843,7,7,323906,303643.57,328665,318328,318349.43,337800.71,314189.14,313395.86,341257.86,297272.43,335718.14,331825.14,Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 1 OS=Homo sapiens OX=9606 GN=RPN1 PE=1 SV=1
P05091,5,5,1118948.4,1290469.2,1053707.4,1460257,1433522.2,948929.8,1085382.4,1331916.8,1094081.4,1363671.6,1511734.4,932144.8,"Aldehyde dehydrogenase, mitochondrial OS=Homo sapiens OX=9606 GN=ALDH2 PE=1 SV=2"
P62917,2,2,345761,338640,381362,404655,378955,401848,335388.5,349516,395974,377889.5,399630,394740,60S ribosomal protein L8 OS=Homo sapiens OX=9606 GN=RPL8 PE=1 SV=2
Q7Z4W1,3,3,838189.67,842955.33,759710.67,752121.67,949848.33,847718.67,813045.33,870029.33,788819.33,702374,1001671.67,832723.67,L-xylulose reductase OS=Homo sapiens OX=9606 GN=DCXR PE=1 SV=2
contaminant_NRL_1MCOL,2,2,781137.5,745070,727898,514293,626251,482418.5,757705,769000,755788,480275.5,660418.5,473885,"owl|| Immunoglobulin g1 (igg1) (mcg) with a hinge deletion, chain L..."
Q96PE7,2,2,471136,413610,365136,510950,533759,481535,457002.5,426894,379126,477153.5,562880.5,473017,"Methylmalonyl-CoA epimerase, mitochondrial OS=Homo sapiens OX=9606 GN=MCEE PE=1 SV=1"
P10515,10,10,1911943.1,1879674.5,1947103.5,2042570,2074563.2,2269884,1854589.4,1940046.5,2021709.3,1907468.5,2187750.4,2229734.4,"Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex, mitochondrial OS=Homo sapiens OX=9606 GN=DLAT PE=1 SV=3"
P10644,5,5,606209,531686.6,595418.2,707021.2,602415.8,657411.4,588024,548763.2,618232,660256.4,635283.2,645782.8,cAMP-dependent protein kinase type I-alpha regulatory subunit OS=Homo sapiens OX=9606 GN=PRKAR1A PE=1 SV=1
P28161,3,3,514222,472421.67,440925.33,626749.33,546119,508710.33,498796,487594.67,457819.33,585294,575914.33,499712,Glutathione S-transferase Mu 2 OS=Homo sapiens OX=9606 GN=GSTM2 PE=1 SV=2
P46439,3,3,514222,472421.67,440925.33,626749.33,546119,508710.33,498796,487594.67,457819.33,585294,575914.33,499712,Glutathione S-transferase Mu 5 OS=Homo sapiens OX=9606 GN=GSTM5 PE=1 SV=3
P29459,2,2,325743.5,432581,512380,388987.5,387802.5,366902,315971.5,446474.5,532012,363258.5,408960.5,360411.5,Interleukin-12 subunit alpha OS=Homo sapiens OX=9606 GN=IL12A PE=1 SV=2
P08134,2,2,869253,1079626,742038,980152.5,978474,968858,843177,1114301.5,770470,915322,1031859,951720.5,Rho-related GTP-binding protein RhoC OS=Homo sapiens OX=9606 GN=RHOC PE=1 SV=1
P61586,2,2,869253,1079626,742038,980152.5,978474,968858,843177,1114301.5,770470,915322,1031859,951720.5,Transforming protein RhoA OS=Homo sapiens OX=9606 GN=RHOA PE=1 SV=1
Q15063,10,10,301856.5,328115.5,268139.8,477042.8,1561666.7,844341.1,292801.2,338653.6,278413.4,445489.3,1646870.4,829406.1,Periostin OS=Homo sapiens OX=9606 GN=POSTN PE=1 SV=2
P52597,4,4,503442.5,533096.75,478992.25,473303.75,459068.75,463730.25,488340,550218.5,497345.25,441997.75,484115,455527.5,Heterogeneous nuclear ribonucleoprotein F OS=Homo sapiens OX=9606 GN=HNRNPF PE=1 SV=3
P07205,4,4,495389.5,498299,411076.75,603965.75,607447,568064.75,480528.75,514303.25,426827.25,564017.5,640588.75,558016.5,Phosphoglycerate kinase 2 OS=Homo sapiens OX=9606 GN=PGK2 PE=1 SV=3
Q08431,3,3,422036.67,452688.33,418802,446436.33,444723.33,414068.33,409376,467227.67,434848.33,416907.67,468986.67,406744,Lactadherin OS=Homo sapiens OX=9606 GN=MFGE8 PE=1 SV=3
P11766,7,7,602745.71,513389.71,435852.71,633314.57,597282.71,554316.71,584664.43,529878.57,452552.57,591424.86,629869.71,544511.57,Alcohol dehydrogenase class-3 OS=Homo sapiens OX=9606 GN=ADH5 PE=1 SV=4
P53597,3,3,1125368.33,1020711.33,986362.33,1189379.33,938382.67,1064570.33,1091610,1053494.67,1024155.67,1110710,989580.33,1045739.67,"Succinate--CoA ligase [ADP/GDP-forming] subunit alpha, mitochondrial OS=Homo sapiens OX=9606 GN=SUCLG1 PE=1 SV=4"
P19404,3,3,449517.33,430134.33,424462,417842.67,385915.33,439643,436032.33,443949,440725.67,390205,406970.33,431866,"NADH dehydrogenase [ubiquinone] flavoprotein 2, mitochondrial OS=Homo sapiens OX=9606 GN=NDUFV2 PE=1 SV=2"
Q5VST9,67,67,373814.75,338884.31,325010.79,410625.28,358630,346573.45,362600.84,349768.25,337463.6,383465,378196.33,340442.79,Obscurin OS=Homo sapiens OX=9606 GN=OBSCN PE=1 SV=3
O60313,9,9,613370.33,599438.11,690920.22,687243,606626.78,680955.56,594970.44,618690.78,717393.33,641786.22,639723.56,668910.44,"Dynamin-like 120 kDa protein, mitochondrial OS=Homo sapiens OX=9606 GN=OPA1 PE=1 SV=3"
P27824,6,6,378794.5,364753.17,389425,452111.67,431668.67,447754.5,367431.33,376468.17,404345.83,422207.33,455220,439834,Calnexin OS=Homo sapiens OX=9606 GN=CANX PE=1 SV=2
P22830,5,5,360126.4,411471.4,340316,309175,327001,352850.4,349323.2,424686.6,353355.2,288724.8,344841.8,346608.8,"Ferrochelatase, mitochondrial OS=Homo sapiens OX=9606 GN=FECH PE=1 SV=2"
P51553,4,4,782926,772064.25,780292,745013.5,651712.75,756892,759439.75,796861.5,810189.5,695735.75,687269.5,743503.75,"Isocitrate dehydrogenase [NAD] subunit gamma, mitochondrial OS=Homo sapiens OX=9606 GN=IDH3G PE=1 SV=1"
Q9NR28,2,2,362096.5,361703.5,388449.5,407187.5,402663,390451.5,351234.5,373320.5,403333,380254.5,424631.5,383545,Diablo IAP-binding mitochondrial protein OS=Homo sapiens OX=9606 GN=DIABLO PE=1 SV=1
O60884,4,4,487202.5,505735.75,444964,508845.25,508130.25,518839.25,472587.25,521978.75,462012.75,475188.5,535853.25,509661.5,DnaJ homolog subfamily A member 2 OS=Homo sapiens OX=9606 GN=DNAJA2 PE=1 SV=1
Q14714,2,2,194988.5,200381.5,169186,194056.5,208275,195610,189139,206817,175668,181220.5,219638,192150,Sarcospan OS=Homo sapiens OX=9606 GN=SSPN PE=2 SV=3
P27635,2,2,512294,542990,579951,508495.5,666352,449039,496926,560429.5,602172,474862,702707.5,441096,60S ribosomal protein L10 OS=Homo sapiens OX=9606 GN=RPL10 PE=1 SV=5
O00159,9,9,442591.89,406033.33,413121.78,403812.67,360454.67,417532.33,429314.89,419074.11,428950.78,377102.78,380120.56,410146.56,Unconventional myosin-Ic OS=Homo sapiens OX=9606 GN=MYO1C PE=1 SV=4
Q01813,10,10,394965.2,399065.5,381839.5,379749.6,377131.5,419812.9,383116.7,411882.4,396469.8,354631.5,397707.3,412386.8,"ATP-dependent 6-phosphofructokinase, platelet type OS=Homo sapiens OX=9606 GN=PFKP PE=1 SV=2"
P63092,3,3,420348.67,355706.67,350346.67,402421.33,317284.33,318084.33,407738.67,367131,363770.33,375803.67,334594.67,312457.67,Guanine nucleotide-binding protein G(s) subunit alpha isoforms short OS=Homo sapiens OX=9606 GN=GNAS PE=1 SV=1
Q5JWF2,3,3,420348.67,355706.67,350346.67,402421.33,317284.33,318084.33,407738.67,367131,363770.33,375803.67,334594.67,312457.67,Guanine nucleotide-binding protein G(s) subunit alpha isoforms XLas OS=Homo sapiens OX=9606 GN=GNAS PE=1 SV=2
P18124,2,2,664056,683359,660347,695766,689168.5,650940.5,644135.5,705307,685649,649746,726768.5,639426.5,60S ribosomal protein L7 OS=Homo sapiens OX=9606 GN=RPL7 PE=1 SV=1
P00915,2,2,515481,590425.5,605417.5,335476,289949.5,324504,500017.5,609388.5,628614.5,313286.5,305768.5,318764,Carbonic anhydrase 1 OS=Homo sapiens OX=9606 GN=CA1 PE=1 SV=2
O94875,12,12,362897.42,408487.75,279229.75,551250.75,476505.08,570626.08,352011,421607.42,289928.25,514789.08,502502.75,560532.42,Sorbin and SH3 domain-containing protein 2 OS=Homo sapiens OX=9606 GN=SORBS2 PE=1 SV=3
Q16555,6,6,549777.17,542569.67,519259.33,547014.17,662560.5,583654.83,533284.83,559995.67,539155,510832.83,698709.33,573330.83,Dihydropyrimidinase-related protein 2 OS=Homo sapiens OX=9606 GN=DPYSL2 PE=1 SV=1
Q15366,3,3,609035.67,563777.33,625578.33,645893,655171.33,686668.67,590766,581884.67,649548,603171.33,690916.67,674522.33,Poly(rC)-binding protein 2 OS=Homo sapiens OX=9606 GN=PCBP2 PE=1 SV=1
P13861,4,4,195229,228838.75,213075.25,247007.25,218268.5,221058,189372,236188.5,221239,230668.75,230177,217147.5,cAMP-dependent protein kinase type II-alpha regulatory subunit OS=Homo sapiens OX=9606 GN=PRKAR2A PE=1 SV=2
Q9UKU7,4,4,342297.25,373478.75,338429.5,342972.5,339204.5,340815.5,332028.75,385474,351396.25,320286.75,357710.5,334786.75,"Isobutyryl-CoA dehydrogenase, mitochondrial OS=Homo sapiens OX=9606 GN=ACAD8 PE=1 SV=1"
P46777,3,3,817089,804962,833621.67,898755,839712.33,834022,792578,830815.67,865562.33,839308.67,885526.33,819269.67,60S ribosomal protein L5 OS=Homo sapiens OX=9606 GN=RPL5 PE=1 SV=3
Q53GQ0,3,3,463258.67,505980,491190,509995,543786,570042.67,449361.67,522230.67,510010,476262,573454.33,559959.33,Very-long-chain 3-oxoacyl-CoA reductase OS=Homo sapiens OX=9606 GN=HSD17B12 PE=1 SV=2
P48509,2,2,649747,592750,554587,774765,755654.5,681380,630256,611788,575836.5,723519,796882.5,669327.5,CD151 antigen OS=Homo sapiens OX=9606 GN=CD151 PE=1 SV=3
Q92947,4,4,297682.25,301562.75,270170.5,289143.25,325805.75,258465.5,288752,311248.25,280521.75,270018.25,343581.25,253893.5,"Glutaryl-CoA dehydrogenase, mitochondrial OS=Homo sapiens OX=9606 GN=GCDH PE=1 SV=1"
Q9BUR5,2,2,361780.5,367956,338244,371500,338158,360016.5,350928,379773.5,351203.5,346927.5,356607.5,353648,MICOS complex subunit MIC26 OS=Homo sapiens OX=9606 GN=APOO PE=1 SV=1
